subject_name,feedback,original_sentiment,analyzed_sentiment,polarity,user_id,date,_id
Artificial Intelligence,engaging,negative,positive,0.4,user104,2023-03-14,6825c0358f02958777a49a9e
Computer Networks,difficult,negative,negative,-0.5,user190,2024-06-29,6825c0358f02958777a49a9f
DBMS,dont like subject,negative,negative,-0.16666666666666666,user318,2023-10-21,6825c0358f02958777a49aa0
Machine Learning,difficult,negative,negative,-0.5,user359,2024-01-21,6825c0358f02958777a49aa1
DBMS,interesting engaging,positive,positive,0.45,user261,2024-09-29,6825c0358f02958777a49aa2
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user562,2023-07-09,6825c0358f02958777a49aa3
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user313,2024-01-28,6825c0358f02958777a49aa4
Machine Learning,difficult,negative,negative,-0.5,user157,2024-01-23,6825c0358f02958777a49aa5
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user401,2023-07-22,6825c0358f02958777a49aa6
DBMS,difficult,negative,negative,-0.5,user718,2023-12-08,6825c0358f02958777a49aa7
DBMS,feel indifferent,neutral,neutral,0.0,user641,2023-04-23,6825c0358f02958777a49aa8
Computer Networks,difficult,negative,negative,-0.5,user719,2023-01-27,6825c0358f02958777a49aa9
Machine Learning,difficult,negative,negative,-0.5,user872,2023-04-13,6825c0358f02958777a49aaa
DBMS,engaging,negative,positive,0.4,user809,2024-02-06,6825c0358f02958777a49aab
DBMS,dont like subject,negative,negative,-0.16666666666666666,user967,2024-04-30,6825c0358f02958777a49aac
Artificial Intelligence,engaging,negative,positive,0.4,user113,2023-02-16,6825c0358f02958777a49aad
Machine Learning,love learning,positive,positive,0.5,user528,2024-01-05,6825c0358f02958777a49aae
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user161,2023-07-03,6825c0358f02958777a49aaf
Machine Learning,engaging,negative,positive,0.4,user245,2023-08-22,6825c0358f02958777a49ab0
Artificial Intelligence,interesting engaging,positive,positive,0.45,user273,2024-09-27,6825c0358f02958777a49ab1
Computer Networks,interesting engaging,positive,positive,0.45,user646,2023-04-23,6825c0358f02958777a49ab2
Machine Learning,interesting engaging,positive,positive,0.45,user267,2023-11-13,6825c0358f02958777a49ab3
DBMS,subject okay,neutral,positive,0.16666666666666669,user385,2023-02-05,6825c0358f02958777a49ab4
Machine Learning,love learning,positive,positive,0.5,user889,2023-06-23,6825c0358f02958777a49ab5
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user734,2024-01-27,6825c0358f02958777a49ab6
Data Structures,bad great,neutral,positive,0.0500000000000001,user241,2024-10-07,6825c0358f02958777a49ab7
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user352,2024-02-22,6825c0358f02958777a49ab8
DBMS,feel indifferent,neutral,neutral,0.0,user137,2024-03-20,6825c0358f02958777a49ab9
Computer Networks,engaging,negative,positive,0.4,user925,2023-01-25,6825c0358f02958777a49aba
Data Structures,subject okay,neutral,positive,0.16666666666666669,user942,2024-01-28,6825c0358f02958777a49abb
Computer Networks,love learning,positive,positive,0.5,user654,2023-08-30,6825c0358f02958777a49abc
Machine Learning,bad great,neutral,positive,0.0500000000000001,user163,2024-10-14,6825c0358f02958777a49abd
Data Structures,bad great,neutral,positive,0.0500000000000001,user271,2023-12-24,6825c0358f02958777a49abe
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user877,2023-07-02,6825c0358f02958777a49abf
Data Structures,love learning,positive,positive,0.5,user504,2023-02-19,6825c0358f02958777a49ac0
Data Structures,amazing subject,positive,positive,0.21666666666666673,user819,2023-12-12,6825c0358f02958777a49ac1
Computer Networks,bad great,neutral,positive,0.0500000000000001,user169,2023-01-20,6825c0358f02958777a49ac2
Data Structures,feel indifferent,neutral,neutral,0.0,user226,2024-05-03,6825c0358f02958777a49ac3
Data Structures,feel indifferent,neutral,neutral,0.0,user752,2024-11-13,6825c0358f02958777a49ac4
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user942,2023-04-06,6825c0358f02958777a49ac5
DBMS,engaging,negative,positive,0.4,user476,2024-01-07,6825c0358f02958777a49ac6
Data Structures,subject okay,neutral,positive,0.16666666666666669,user443,2023-01-14,6825c0358f02958777a49ac7
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user512,2023-05-25,6825c0358f02958777a49ac8
DBMS,bad great,neutral,positive,0.0500000000000001,user144,2023-04-16,6825c0358f02958777a49ac9
Artificial Intelligence,subject okay,neutral,positive,0.16666666666666669,user730,2023-06-13,6825c0358f02958777a49aca
Computer Networks,engaging,negative,positive,0.4,user534,2024-01-22,6825c0358f02958777a49acb
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user189,2023-09-02,6825c0358f02958777a49acc
Computer Networks,difficult,negative,negative,-0.5,user284,2023-06-04,6825c0358f02958777a49acd
DBMS,love learning,positive,positive,0.5,user971,2024-03-06,6825c0358f02958777a49ace
Machine Learning,interesting engaging,positive,positive,0.45,user675,2024-10-04,6825c0358f02958777a49acf
Computer Networks,engaging,negative,positive,0.4,user534,2023-11-20,6825c0358f02958777a49ad0
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user466,2023-09-15,6825c0358f02958777a49ad1
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user968,2023-01-01,6825c0358f02958777a49ad2
Machine Learning,engaging,negative,positive,0.4,user159,2024-06-23,6825c0358f02958777a49ad3
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user558,2023-11-28,6825c0358f02958777a49ad4
Computer Networks,interesting engaging,positive,positive,0.45,user800,2024-04-14,6825c0358f02958777a49ad5
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user923,2024-01-14,6825c0358f02958777a49ad6
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user708,2023-06-22,6825c0358f02958777a49ad7
Artificial Intelligence,difficult,negative,negative,-0.5,user245,2023-09-21,6825c0358f02958777a49ad8
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user390,2023-08-03,6825c0358f02958777a49ad9
Machine Learning,bad great,neutral,positive,0.0500000000000001,user795,2023-09-19,6825c0358f02958777a49ada
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user618,2023-02-17,6825c0358f02958777a49adb
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user393,2024-05-13,6825c0358f02958777a49adc
Machine Learning,bad great,neutral,positive,0.0500000000000001,user904,2023-07-19,6825c0358f02958777a49add
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user589,2023-07-13,6825c0358f02958777a49ade
Machine Learning,feel indifferent,neutral,neutral,0.0,user486,2024-02-13,6825c0358f02958777a49adf
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user460,2024-04-12,6825c0358f02958777a49ae0
Computer Networks,love learning,positive,positive,0.5,user575,2023-09-09,6825c0358f02958777a49ae1
DBMS,difficult,negative,negative,-0.5,user592,2023-03-05,6825c0358f02958777a49ae2
Artificial Intelligence,difficult,negative,negative,-0.5,user931,2023-11-10,6825c0358f02958777a49ae3
Artificial Intelligence,engaging,negative,positive,0.4,user184,2023-01-11,6825c0358f02958777a49ae4
Artificial Intelligence,dont like subject,negative,negative,-0.16666666666666666,user613,2023-12-12,6825c0358f02958777a49ae5
DBMS,difficult,negative,negative,-0.5,user588,2024-06-26,6825c0358f02958777a49ae6
DBMS,subject okay,neutral,positive,0.16666666666666669,user619,2023-04-22,6825c0358f02958777a49ae7
Computer Networks,difficult,negative,negative,-0.5,user266,2023-07-06,6825c0358f02958777a49ae8
DBMS,bad great,neutral,positive,0.0500000000000001,user280,2024-04-03,6825c0358f02958777a49ae9
Machine Learning,difficult,negative,negative,-0.5,user920,2024-07-17,6825c0358f02958777a49aea
Data Structures,engaging,negative,positive,0.4,user363,2024-07-27,6825c0358f02958777a49aeb
Computer Networks,bad great,neutral,positive,0.0500000000000001,user200,2024-10-14,6825c0358f02958777a49aec
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user760,2024-07-26,6825c0358f02958777a49aed
Data Structures,interesting engaging,positive,positive,0.45,user725,2023-01-11,6825c0358f02958777a49aee
DBMS,difficult,negative,negative,-0.5,user456,2023-09-20,6825c0358f02958777a49aef
Computer Networks,interesting engaging,positive,positive,0.45,user758,2023-10-12,6825c0358f02958777a49af0
Data Structures,subject okay,neutral,positive,0.16666666666666669,user418,2023-06-16,6825c0358f02958777a49af1
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user187,2023-03-05,6825c0358f02958777a49af2
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user242,2023-09-17,6825c0358f02958777a49af3
Data Structures,engaging,negative,positive,0.4,user396,2023-08-01,6825c0358f02958777a49af4
Computer Networks,engaging,negative,positive,0.4,user445,2023-03-05,6825c0358f02958777a49af5
Computer Networks,bad great,neutral,positive,0.0500000000000001,user416,2024-10-12,6825c0358f02958777a49af6
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user134,2023-09-17,6825c0358f02958777a49af7
DBMS,bad great,neutral,positive,0.0500000000000001,user339,2024-06-11,6825c0358f02958777a49af8
DBMS,subject okay,neutral,positive,0.16666666666666669,user543,2023-02-15,6825c0358f02958777a49af9
Data Structures,love learning,positive,positive,0.5,user392,2024-09-08,6825c0358f02958777a49afa
Data Structures,subject okay,neutral,positive,0.16666666666666669,user456,2023-01-06,6825c0358f02958777a49afb
Data Structures,love learning,positive,positive,0.5,user867,2023-08-31,6825c0358f02958777a49afc
Machine Learning,engaging,negative,positive,0.4,user510,2024-09-01,6825c0358f02958777a49afd
Machine Learning,engaging,negative,positive,0.4,user399,2023-12-11,6825c0358f02958777a49afe
DBMS,subject okay,neutral,positive,0.16666666666666669,user208,2023-08-19,6825c0358f02958777a49aff
DBMS,engaging,negative,positive,0.4,user549,2024-03-06,6825c0358f02958777a49b00
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user540,2023-10-29,6825c0358f02958777a49b01
Artificial Intelligence,interesting engaging,positive,positive,0.45,user113,2023-01-08,6825c0358f02958777a49b02
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user600,2024-02-12,6825c0358f02958777a49b03
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user290,2024-10-12,6825c0358f02958777a49b04
DBMS,feel indifferent,neutral,neutral,0.0,user930,2024-09-18,6825c0358f02958777a49b05
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user749,2024-09-12,6825c0358f02958777a49b06
Computer Networks,engaging,negative,positive,0.4,user554,2023-04-08,6825c0358f02958777a49b07
Machine Learning,bad great,neutral,positive,0.0500000000000001,user958,2023-06-06,6825c0358f02958777a49b08
Machine Learning,love learning,positive,positive,0.5,user230,2023-08-16,6825c0358f02958777a49b09
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user215,2023-10-10,6825c0358f02958777a49b0a
DBMS,bad great,neutral,positive,0.0500000000000001,user472,2023-11-08,6825c0358f02958777a49b0b
DBMS,amazing subject,positive,positive,0.21666666666666673,user895,2024-08-22,6825c0358f02958777a49b0c
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user402,2023-06-06,6825c0358f02958777a49b0d
DBMS,engaging,negative,positive,0.4,user727,2024-10-08,6825c0358f02958777a49b0e
DBMS,subject okay,neutral,positive,0.16666666666666669,user809,2024-02-13,6825c0358f02958777a49b0f
DBMS,difficult,negative,negative,-0.5,user791,2024-11-01,6825c0358f02958777a49b10
Machine Learning,interesting engaging,positive,positive,0.45,user166,2024-09-01,6825c0358f02958777a49b11
Data Structures,love learning,positive,positive,0.5,user294,2024-06-23,6825c0358f02958777a49b12
Artificial Intelligence,interesting engaging,positive,positive,0.45,user321,2024-02-11,6825c0358f02958777a49b13
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user733,2023-09-27,6825c0358f02958777a49b14
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user276,2023-07-28,6825c0358f02958777a49b15
Data Structures,subject okay,neutral,positive,0.16666666666666669,user636,2024-10-17,6825c0358f02958777a49b16
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user182,2024-06-26,6825c0358f02958777a49b17
Artificial Intelligence,love learning,positive,positive,0.5,user752,2023-02-25,6825c0358f02958777a49b18
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user767,2024-11-11,6825c0358f02958777a49b19
Data Structures,love learning,positive,positive,0.5,user353,2023-10-14,6825c0358f02958777a49b1a
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user469,2023-02-23,6825c0358f02958777a49b1b
Data Structures,bad great,neutral,positive,0.0500000000000001,user601,2023-03-30,6825c0358f02958777a49b1c
Computer Networks,engaging,negative,positive,0.4,user217,2024-06-09,6825c0358f02958777a49b1d
Machine Learning,dont like subject,negative,negative,-0.16666666666666666,user645,2024-02-01,6825c0358f02958777a49b1e
Data Structures,interesting engaging,positive,positive,0.45,user570,2023-07-04,6825c0358f02958777a49b1f
Machine Learning,difficult,negative,negative,-0.5,user142,2023-05-18,6825c0358f02958777a49b20
Machine Learning,feel indifferent,neutral,neutral,0.0,user471,2024-10-20,6825c0358f02958777a49b21
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user833,2023-02-15,6825c0358f02958777a49b22
DBMS,bad great,neutral,positive,0.0500000000000001,user153,2023-01-19,6825c0358f02958777a49b23
Computer Networks,difficult,negative,negative,-0.5,user738,2023-01-02,6825c0358f02958777a49b24
DBMS,subject okay,neutral,positive,0.16666666666666669,user663,2024-07-16,6825c0358f02958777a49b25
Machine Learning,interesting engaging,positive,positive,0.45,user550,2024-04-02,6825c0358f02958777a49b26
Machine Learning,engaging,negative,positive,0.4,user774,2023-10-11,6825c0358f02958777a49b27
Data Structures,subject okay,neutral,positive,0.16666666666666669,user780,2024-02-10,6825c0358f02958777a49b28
Artificial Intelligence,love learning,positive,positive,0.5,user650,2024-05-24,6825c0358f02958777a49b29
DBMS,feel indifferent,neutral,neutral,0.0,user263,2024-01-15,6825c0358f02958777a49b2a
Artificial Intelligence,difficult,negative,negative,-0.5,user223,2023-06-07,6825c0358f02958777a49b2b
Machine Learning,bad great,neutral,positive,0.0500000000000001,user396,2024-05-07,6825c0358f02958777a49b2c
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user760,2024-06-09,6825c0358f02958777a49b2d
Data Structures,subject okay,neutral,positive,0.16666666666666669,user812,2024-01-28,6825c0358f02958777a49b2e
Machine Learning,bad great,neutral,positive,0.0500000000000001,user143,2023-07-12,6825c0358f02958777a49b2f
Artificial Intelligence,subject okay,neutral,positive,0.16666666666666669,user913,2023-12-04,6825c0358f02958777a49b30
Artificial Intelligence,interesting engaging,positive,positive,0.45,user298,2023-05-06,6825c0358f02958777a49b31
Artificial Intelligence,interesting engaging,positive,positive,0.45,user296,2024-05-21,6825c0358f02958777a49b32
Data Structures,interesting engaging,positive,positive,0.45,user357,2024-04-01,6825c0358f02958777a49b33
Machine Learning,love learning,positive,positive,0.5,user460,2024-01-30,6825c0358f02958777a49b34
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user101,2024-09-27,6825c0358f02958777a49b35
Computer Networks,bad great,neutral,positive,0.0500000000000001,user870,2024-09-19,6825c0358f02958777a49b36
DBMS,interesting engaging,positive,positive,0.45,user392,2023-11-14,6825c0358f02958777a49b37
Machine Learning,feel indifferent,neutral,neutral,0.0,user498,2024-08-18,6825c0358f02958777a49b38
Machine Learning,love learning,positive,positive,0.5,user514,2024-10-03,6825c0358f02958777a49b39
DBMS,engaging,negative,positive,0.4,user510,2023-12-05,6825c0358f02958777a49b3a
Data Structures,love learning,positive,positive,0.5,user304,2024-09-18,6825c0358f02958777a49b3b
Machine Learning,interesting engaging,positive,positive,0.45,user366,2023-03-03,6825c0358f02958777a49b3c
Data Structures,difficult,negative,negative,-0.5,user780,2024-04-22,6825c0358f02958777a49b3d
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user696,2024-01-03,6825c0358f02958777a49b3e
Artificial Intelligence,difficult,negative,negative,-0.5,user295,2023-09-29,6825c0358f02958777a49b3f
DBMS,amazing subject,positive,positive,0.21666666666666673,user938,2024-03-27,6825c0358f02958777a49b40
Data Structures,subject okay,neutral,positive,0.16666666666666669,user580,2023-10-24,6825c0358f02958777a49b41
DBMS,subject okay,neutral,positive,0.16666666666666669,user952,2023-01-23,6825c0358f02958777a49b42
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user795,2023-09-11,6825c0358f02958777a49b43
DBMS,amazing subject,positive,positive,0.21666666666666673,user561,2023-12-13,6825c0358f02958777a49b44
Machine Learning,bad great,neutral,positive,0.0500000000000001,user292,2023-01-10,6825c0358f02958777a49b45
Computer Networks,feel indifferent,neutral,neutral,0.0,user694,2023-04-12,6825c0358f02958777a49b46
DBMS,amazing subject,positive,positive,0.21666666666666673,user500,2023-05-03,6825c0358f02958777a49b47
Machine Learning,interesting engaging,positive,positive,0.45,user355,2023-08-22,6825c0358f02958777a49b48
Machine Learning,difficult,negative,negative,-0.5,user269,2023-09-27,6825c0358f02958777a49b49
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user660,2023-11-04,6825c0358f02958777a49b4a
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user874,2023-04-14,6825c0358f02958777a49b4b
DBMS,love learning,positive,positive,0.5,user473,2024-09-03,6825c0358f02958777a49b4c
Artificial Intelligence,interesting engaging,positive,positive,0.45,user270,2023-03-21,6825c0358f02958777a49b4d
Artificial Intelligence,love learning,positive,positive,0.5,user297,2024-05-11,6825c0358f02958777a49b4e
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user895,2024-08-29,6825c0358f02958777a49b4f
Computer Networks,love learning,positive,positive,0.5,user535,2023-07-15,6825c0358f02958777a49b50
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user286,2023-07-26,6825c0358f02958777a49b51
Data Structures,feel indifferent,neutral,neutral,0.0,user769,2024-10-24,6825c0358f02958777a49b52
Data Structures,amazing subject,positive,positive,0.21666666666666673,user716,2023-06-03,6825c0358f02958777a49b53
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user234,2024-04-09,6825c0358f02958777a49b54
DBMS,love learning,positive,positive,0.5,user993,2024-01-20,6825c0358f02958777a49b55
Machine Learning,interesting engaging,positive,positive,0.45,user224,2024-08-08,6825c0358f02958777a49b56
DBMS,feel indifferent,neutral,neutral,0.0,user790,2024-01-15,6825c0358f02958777a49b57
Machine Learning,interesting engaging,positive,positive,0.45,user575,2023-06-02,6825c0358f02958777a49b58
DBMS,subject okay,neutral,positive,0.16666666666666669,user854,2024-10-15,6825c0358f02958777a49b59
Data Structures,subject okay,neutral,positive,0.16666666666666669,user743,2023-07-05,6825c0358f02958777a49b5a
Computer Networks,love learning,positive,positive,0.5,user235,2023-11-12,6825c0358f02958777a49b5b
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user190,2023-01-26,6825c0358f02958777a49b5c
Computer Networks,interesting engaging,positive,positive,0.45,user225,2023-10-21,6825c0358f02958777a49b5d
Machine Learning,feel indifferent,neutral,neutral,0.0,user785,2024-11-14,6825c0358f02958777a49b5e
Data Structures,bad great,neutral,positive,0.0500000000000001,user721,2023-12-20,6825c0358f02958777a49b5f
Data Structures,bad great,neutral,positive,0.0500000000000001,user987,2023-06-18,6825c0358f02958777a49b60
Machine Learning,difficult,negative,negative,-0.5,user156,2024-08-07,6825c0358f02958777a49b61
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user435,2024-06-18,6825c0358f02958777a49b62
Computer Networks,feel indifferent,neutral,neutral,0.0,user853,2024-07-04,6825c0358f02958777a49b63
Machine Learning,love learning,positive,positive,0.5,user445,2023-04-28,6825c0358f02958777a49b64
Machine Learning,engaging,negative,positive,0.4,user632,2024-07-18,6825c0358f02958777a49b65
Artificial Intelligence,engaging,negative,positive,0.4,user104,2023-03-14,6825c0358f02958777a49b66
Computer Networks,difficult,negative,negative,-0.5,user190,2024-06-29,6825c0358f02958777a49b67
DBMS,dont like subject,negative,negative,-0.16666666666666666,user318,2023-10-21,6825c0358f02958777a49b68
Machine Learning,difficult,negative,negative,-0.5,user359,2024-01-21,6825c0358f02958777a49b69
DBMS,interesting engaging,positive,positive,0.45,user261,2024-09-29,6825c0358f02958777a49b6a
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user562,2023-07-09,6825c0358f02958777a49b6b
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user313,2024-01-28,6825c0358f02958777a49b6c
Machine Learning,difficult,negative,negative,-0.5,user157,2024-01-23,6825c0358f02958777a49b6d
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user401,2023-07-22,6825c0358f02958777a49b6e
DBMS,difficult,negative,negative,-0.5,user718,2023-12-08,6825c0358f02958777a49b6f
DBMS,feel indifferent,neutral,neutral,0.0,user641,2023-04-23,6825c0358f02958777a49b70
Computer Networks,difficult,negative,negative,-0.5,user719,2023-01-27,6825c0358f02958777a49b71
Machine Learning,difficult,negative,negative,-0.5,user872,2023-04-13,6825c0358f02958777a49b72
DBMS,engaging,negative,positive,0.4,user809,2024-02-06,6825c0358f02958777a49b73
DBMS,dont like subject,negative,negative,-0.16666666666666666,user967,2024-04-30,6825c0358f02958777a49b74
Artificial Intelligence,engaging,negative,positive,0.4,user113,2023-02-16,6825c0358f02958777a49b75
Machine Learning,love learning,positive,positive,0.5,user528,2024-01-05,6825c0358f02958777a49b76
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user161,2023-07-03,6825c0358f02958777a49b77
Machine Learning,engaging,negative,positive,0.4,user245,2023-08-22,6825c0358f02958777a49b78
Artificial Intelligence,interesting engaging,positive,positive,0.45,user273,2024-09-27,6825c0358f02958777a49b79
Computer Networks,interesting engaging,positive,positive,0.45,user646,2023-04-23,6825c0358f02958777a49b7a
Machine Learning,interesting engaging,positive,positive,0.45,user267,2023-11-13,6825c0358f02958777a49b7b
DBMS,subject okay,neutral,positive,0.16666666666666669,user385,2023-02-05,6825c0358f02958777a49b7c
Machine Learning,love learning,positive,positive,0.5,user889,2023-06-23,6825c0358f02958777a49b7d
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user734,2024-01-27,6825c0358f02958777a49b7e
Data Structures,bad great,neutral,positive,0.0500000000000001,user241,2024-10-07,6825c0358f02958777a49b7f
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user352,2024-02-22,6825c0358f02958777a49b80
DBMS,feel indifferent,neutral,neutral,0.0,user137,2024-03-20,6825c0358f02958777a49b81
Computer Networks,engaging,negative,positive,0.4,user925,2023-01-25,6825c0358f02958777a49b82
Data Structures,subject okay,neutral,positive,0.16666666666666669,user942,2024-01-28,6825c0358f02958777a49b83
Computer Networks,love learning,positive,positive,0.5,user654,2023-08-30,6825c0358f02958777a49b84
Machine Learning,bad great,neutral,positive,0.0500000000000001,user163,2024-10-14,6825c0358f02958777a49b85
Data Structures,bad great,neutral,positive,0.0500000000000001,user271,2023-12-24,6825c0358f02958777a49b86
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user877,2023-07-02,6825c0358f02958777a49b87
Data Structures,love learning,positive,positive,0.5,user504,2023-02-19,6825c0358f02958777a49b88
Data Structures,amazing subject,positive,positive,0.21666666666666673,user819,2023-12-12,6825c0358f02958777a49b89
Computer Networks,bad great,neutral,positive,0.0500000000000001,user169,2023-01-20,6825c0358f02958777a49b8a
Data Structures,feel indifferent,neutral,neutral,0.0,user226,2024-05-03,6825c0358f02958777a49b8b
Data Structures,feel indifferent,neutral,neutral,0.0,user752,2024-11-13,6825c0358f02958777a49b8c
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user942,2023-04-06,6825c0358f02958777a49b8d
DBMS,engaging,negative,positive,0.4,user476,2024-01-07,6825c0358f02958777a49b8e
Data Structures,subject okay,neutral,positive,0.16666666666666669,user443,2023-01-14,6825c0358f02958777a49b8f
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user512,2023-05-25,6825c0358f02958777a49b90
DBMS,bad great,neutral,positive,0.0500000000000001,user144,2023-04-16,6825c0358f02958777a49b91
Artificial Intelligence,subject okay,neutral,positive,0.16666666666666669,user730,2023-06-13,6825c0358f02958777a49b92
Computer Networks,engaging,negative,positive,0.4,user534,2024-01-22,6825c0358f02958777a49b93
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user189,2023-09-02,6825c0358f02958777a49b94
Computer Networks,difficult,negative,negative,-0.5,user284,2023-06-04,6825c0358f02958777a49b95
DBMS,love learning,positive,positive,0.5,user971,2024-03-06,6825c0358f02958777a49b96
Machine Learning,interesting engaging,positive,positive,0.45,user675,2024-10-04,6825c0358f02958777a49b97
Computer Networks,engaging,negative,positive,0.4,user534,2023-11-20,6825c0358f02958777a49b98
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user466,2023-09-15,6825c0358f02958777a49b99
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user968,2023-01-01,6825c0358f02958777a49b9a
Machine Learning,engaging,negative,positive,0.4,user159,2024-06-23,6825c0358f02958777a49b9b
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user558,2023-11-28,6825c0358f02958777a49b9c
Computer Networks,interesting engaging,positive,positive,0.45,user800,2024-04-14,6825c0358f02958777a49b9d
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user923,2024-01-14,6825c0358f02958777a49b9e
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user708,2023-06-22,6825c0358f02958777a49b9f
Artificial Intelligence,difficult,negative,negative,-0.5,user245,2023-09-21,6825c0358f02958777a49ba0
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user390,2023-08-03,6825c0358f02958777a49ba1
Machine Learning,bad great,neutral,positive,0.0500000000000001,user795,2023-09-19,6825c0358f02958777a49ba2
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user618,2023-02-17,6825c0358f02958777a49ba3
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user393,2024-05-13,6825c0358f02958777a49ba4
Machine Learning,bad great,neutral,positive,0.0500000000000001,user904,2023-07-19,6825c0358f02958777a49ba5
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user589,2023-07-13,6825c0358f02958777a49ba6
Machine Learning,feel indifferent,neutral,neutral,0.0,user486,2024-02-13,6825c0358f02958777a49ba7
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user460,2024-04-12,6825c0358f02958777a49ba8
Computer Networks,love learning,positive,positive,0.5,user575,2023-09-09,6825c0358f02958777a49ba9
DBMS,difficult,negative,negative,-0.5,user592,2023-03-05,6825c0358f02958777a49baa
Artificial Intelligence,difficult,negative,negative,-0.5,user931,2023-11-10,6825c0358f02958777a49bab
Artificial Intelligence,engaging,negative,positive,0.4,user184,2023-01-11,6825c0358f02958777a49bac
Artificial Intelligence,dont like subject,negative,negative,-0.16666666666666666,user613,2023-12-12,6825c0358f02958777a49bad
DBMS,difficult,negative,negative,-0.5,user588,2024-06-26,6825c0358f02958777a49bae
DBMS,subject okay,neutral,positive,0.16666666666666669,user619,2023-04-22,6825c0358f02958777a49baf
Computer Networks,difficult,negative,negative,-0.5,user266,2023-07-06,6825c0358f02958777a49bb0
DBMS,bad great,neutral,positive,0.0500000000000001,user280,2024-04-03,6825c0358f02958777a49bb1
Machine Learning,difficult,negative,negative,-0.5,user920,2024-07-17,6825c0358f02958777a49bb2
Data Structures,engaging,negative,positive,0.4,user363,2024-07-27,6825c0358f02958777a49bb3
Computer Networks,bad great,neutral,positive,0.0500000000000001,user200,2024-10-14,6825c0358f02958777a49bb4
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user760,2024-07-26,6825c0358f02958777a49bb5
Data Structures,interesting engaging,positive,positive,0.45,user725,2023-01-11,6825c0358f02958777a49bb6
